label,text
1,I have had the displeasure of working with this machine for over 4 years. Its incompetent feeder is only matched by the uselessness of the software it comes with. Save yourself the frustration and buy another scanner.
2,"From the outset, Steve Berry captures your interest by pulling the curtain that shrouds the mysteries of the Vatican. It's political entanglements and characters mirrors our contemporary world. He weaves a highly interesting combination of clerical fidelity, celibacy controversy, love story,and church politics with an overarching mystery thriller. Definitely a fast read and worthwhile ride."
2,This is one of the best CDs i've purchased. All of the song are alive and different. Real good bass and good all around audio sound. This currently one of my favorite CDs. I'd give it 6 stars if I could.
1,Worst magazine EVER!! I paid for a subscription for my boyfriend and he only received 2 issues!!!
2,"This book is so good that I've loaned it out to others on three seperate occassions (to students who raved about it)and haven't gotten any of the copies back. I provided copies to my children as they entered middle school so they could gain a clearer picture of what the numbers in the newspaper meant. It's a clear and humerous look at how we, as a society, tend to use logic in the most illogical ways. That ""numbers never lie"" is a myth laid to rest. While the examples are old (I did own the original at one point)the concepts they illustrate are still pertinent today. Written in an easily understood format, it also takes the ""fear of statistics"" out of the math-phobic. A great book to have upon the shelf as a ready reference."
2,I Love this book it describes things in such a simple and understanding way . It's not boring either . I love how it describes everything! Definitely a book to get to study for your ASVAB!
1,"This item is one of the worse I have seen in the Sansa family. I have had all the Sansa E200 series mp3 players and those froze at times when viewing video. Good sound when you use better headphones. The only thing that is good about this mp3 player is the large view screen. The conversion software always freezes after the video file has been converted meaning that you have to Ctrl<Alt<Delete to shut down the program. As a 'techie', I recommend that you don't buy this item. Oh! one more thing! Do not order via the free shipping that Amazon offers. It's just 'standard' meaning you could have you item delivered to you way past the scheduled mailing time or not at all. It's been a month now and I still haven't recieved my original order alhough Amazon was gracious to resend the item, but I had to get it sent to my job which amazingly got there much faster through the same type shipping. Imagine that!"
2,"Plenty of action and almost lives up to the others in the franchise. However, not to be missed or overlooked as one of the btter robot wars themed movies."
1,"I found Dharma Bums suprising. I thought On the Road was one of the most rambling, self-indulgent books that I've ever read, but I realized that Dharma Bums is even more so. The book reminded me how the degeneration of American intellectual life began with the Beats who, at least when they were in the '50's, were self-rightous and shallow, not to mention drunk womanizers, an odd trait for devout Buddhists. This book is a cultural artifact from the Beat era, but not a book to add to one's must-read list. Life is short. Read better."
1,"The movie is superb. Putting it on DVD in full format is not. What a waste of $$$! If I pay for a DVD, I expect the letterbox format."
2,"I have 2 Tivo's at home and a Mac running Tivo to Go software and I am constantly moving shows back and fourth between tivos and the computer. I once had this adapter on both TiVo boxes and the transfer rate was decent. I could start a transfer and within a minute start to watch the show being transferred without having any ""pauses"".What I didn't like about this was the design. The foldup antenna piece I think should be more solid or ""lock"" in the up position. I positioned this behind my TV and if a cable hit it, etc the antenna piece woudl fall down and the transfer rate woudl slow considerably.As for installing it, couldn't be easier. Plug it into the tivo, go to your network settings and enter your network information. I had it up and running in less then 5 minutes per tivo and have been running the adapters since 2/2009 so it's been about a year and a half with no issues.I would recommend this."
2,"The material and workmanship is excellent, the ""plastic"" zipper pulls aren't good.They broke the first time used and I replaced them with metal ones. Could use a better quality for these, otherwise very useful product."
2,"There is a lot of information and insinuations in this book - so many that I will definitely have to read it over and look deeper into Orwell's meanings. Most of it I did pick up on though and I must say that I love the story as much as I love Orwell's intentions with this book. Much more graphic of a novel than I first expected, and humorous at the most unexpected times, I know now why this is a classic novel."
2,"After seeing the preview for the new John Carter movie, I decided to go back and reread the Edgar Rice Burroughs, ""Mars"" series. I'm glad I did. The thrilling tales of battle, adventure, and love on the red planet are just as great as I remembered them. John Carter is a fantastic hero and his name should be right up there with Conan, Elric of Melnibone, Drizzt D'ourdan, and Han Solo.A Princess of Mars"
1,Was a good book in it's time but is out of date now.Don't waste your money. The up to date Black and Decker is probably great.
2,"This comforter is ok for the price.its nto 100% down , so expect some mix.but overall , nice to have a extra ,maybe in the guestroom or so.Overall satisfied."
2,"Imagine your life with the woman you always wanted. Imagine truly and deeply loving the person you are with and she loving you back. Imagine waking up next to an angel. Imagine being grateful for finally being with the woman you dreamed of ever since you can remember but never seemed to be able to get. Imagine finally smiling and taking a deep breath full of happiness. Well, this book can literally change your life from merely imagining to actually making it happen. This book is easy to read and it has hundreds of proven and effective strategies and ideas that will work every single time. When the student is ready the teacher appears. When you're ready for the woman of your dreams this book will be your teacher on to not only how to find and approach her but also on how to have her fall in love with you for ever."
1,"I bought the Zen Xtra 40Gb yesterday, taking it back today. The sound is awful. The volume range goes up to a 25, and even with the EAX or whatever it's called on, it's barely audible. I don't know if it's the jack gone like you all say or if this is just designed for easy listening. No good for loud music. Prepare to listen to background noise, not your music. This thing sucks. Don't buy it."
1,Armand Assante is one of the worst actors I have ever had the misfortune to watch. He could not act dead if you put a bullet in his brain. The odyssey is a great story and it deserves a great actor. I would rate this movie zero stars if I had the option.
1,"I have to disagree with the majority of folks here who consider this cd the jazz end all. I find it grating, and darn near unlistenable. I have built a small but quality jazz library the last few months. Miles Davis, Dave Brubeck, Kenny Burrell, Grant Green, Cannonball Adderley, Stan Getz, Chet Baker, Wes Montgomery, Bill Evans and Thelonius Monk to name a few. This guy is by far my least favorite. His playing on Miles Davis cd's I have and with Monk is largely enjoyable and I know he's a giant. But this stuff?. The live recording on disc two was so grating I couldn't make it through. It sounded to me like a bunch of Geese being slaughtered. Give me the other guys anytime."
2,"Two things alone on this album from Jason Robert Brown are all you need to be satisfied with the purchase.1) Track #3- ""Someone to Fall Back On"" is one of my all-time favorites of his. It has such a catchy, but soothing, melody line that can't be passed over.2) Lilias White bustin' it out once again on ""Coming Together"" -- adding a glorious rich sound that fans of her will love to play again and again.Few composers/storytellers can tap in to emotion with such satisfying melodies as this gifted musician. Anything he records will gladly be added to my iTunes b/c I can't get enough. Truly wonderful."
2,"first of all, the music on zelda ocarina of time matches the setting you are in. for example, listen to the water temple music. most people get an image of a watery or icy place. the game's songs impressed many people im sure. the game is already great by it self, but the music just takes it to the next level."
2,Product received timely. The plug in feature is favorable in that there is no concern of battery failure. Product is easy to use.
1,"Bazyn's next project should be a ransom note. This was a collection of quotes taken from other writers, pieced together, and presented as a book. I don't think there was a single paragraph that did not have a quote. It is one thing to use quotes to support your work, or to provide examples. It is entirely different, and unacceptable, for an author to use quotes to make all of the author's points.Good premise. Poor product. Disappointing."
1,"All the features are nice, TV Guide worked (note that browsing and setting recording preferences is very SLOW), BUT when the TV Guide is downloading (all the time) or you are recording / playing from the hard drive you constantly hear a grinding sound from the hard drive. These guys must have used a cheap hard drive or something. I have the Amazon return slip on my desk......"
2,"I rated this book a 5 star book because it had mystery, excitement, true facts, and it was fun to read. I couldn't put the book down. It's one of my favorite books. I can't wait to read another book that's is by Elizabeth George Spear. She's an eccelent writer and she makes a book exciting and not boring like some books. If you haven't read one of her books you better get in style because these books are more than you can explain in words!"
1,"I read the reviews on the Internet the same way you are reading now. When I went to the store I have been misled by the salesman. He told me that the creative is a great brand and no one returned the product so far. He told me "" if it was a bad product creative would have taken it of the shelf by now"". I bought the product and it stop working after TWO DAYS"" not responding at all. I talked to the customer support and they ask me to send the product to them. It takes along..... time to get it back believe me I havent got the mine yet."
2,"This has the more shallow sloped roof tile. There is another type that is steeper. They do connect, they are just not the same pitch.This is an excellent set to be able to get enough roof tiles to actually cover the roof of a house. It is a bit expensive, but it's not too easy to go about it any other way.The doors and windows are a very large scale. They're just fine, too, if you like this size. I'm not a fan, myself--I like the older style of doors and windows. But those are basically out of production. I would think most kids would be fine with them."
1,"The two stars refer of course not to the book but to its format. I recently acquired my first Kindle and thought I'd download some freebies to try it out. This one was quite disappointing, since the limericks it contains appear as continuous text, so are quite inconvenient to read. It's a wonderfully entertaining book to get in print form though!"
1,"Suprised with all the positive reviews for this album, since this is one of Too Short's weaker albums. There are a few enjoyable tracks here, but nothing to write home about. ""Shorty the Pimp"" and ""Get in where you fit in"" are so much stronger, that this I wouldnt bother with this one."
2,Nobody can discuss serious philosophical issues in hysterically funny ways like Terry Pratchett. Small gods is as intelligent exploration of theology and people's relationship to religion as you'll find but if that's not what you want to take from it you'll have a great time laughing through the book. The Turtle Moves.
1,This is easily one of the worst shows I have seen. With only 45mins to work with there is no character development and the monster designs and fight scenes are nothing special. The final battle is contrived and nothing is resolved. I'm a die-hard fan of anime and it was actually painful to watch this. I reget getting it. With all the good stuff out there pass this one up and get something else.
1,"I would not recommend this product.Tents are lots of fun for all kids, HOWEVER this tent is NOT just a pop-up tent. It take some time to set up and the poles are not durable or safe.My kids have used it for two days, and the wooden poles that hold up the tent split down the middle.I had to tape them back together and I, myself have gotten a deep splinter.For the amount of money I spent on this item I would have expected better quality.I would not recommend this product as a play item."
2,"Is interesting, but quite repetitive. The Greatest Generation holds your interest though. I think the book is a bit long."
1,"This is Joseph Conrads first novel. It deals with the conflicts between native people (Malayans) and Dutch tradesmen in the jungle of Borneo. It has some brilliant passages, but all in all it's a quite dull read."
2,"I'm wearing these bad boys right now. These sneakers have a sexy look to them, and you can't go wrong with classic chucks at this price. Buy them! Every one should have black and white sneakers in their collection. They feel great, and I haven't had any problems with them yet. This is well worth the purchase. :-)"
1,"When publishers abridge classics such as The Wind in the Willows they must be very respectful. And they should not make their own determinations of what a child can and cannot absorb or enjoy. It is very sad that they cut ""The Piper at the Gates of Dawn"" from this edition. Children can and will get something valuable from such contemplatve texts, but only if we allow them access!"
2,"I take photos of antique prints for sale in a controlled condition (photo lights, etc), making correct color of utmost importance. The card is small to set the white balance on my camera, but works wonderfully with Adobe Lightroom to set the custom white balance. I am new to photography, but have found that this combination is working well for me."
1,Dont buy this if you want good sound and power! worthless to me for my use! Didn't work worth a DAMN!
1,"Not as described, the material is cheap looking and does not feel soft on the skin. Was dissapointed of the quality and packaging."
1,The soles and laces of these sandals do not flex with your feet. Says it is leather but the laces feel like plastic. Very uncomfortable especially for dancing. Thin soled or would be good for every day use.
2,"As a Chicagoan, I am so proud to boast about Ralph's World. These songs are witty, catchy and have great messages. My one year old daughter just loves listening to them in the car. When Tra La La comes on, she starts singing ""la la la."" My husband cracks up at the song about the eighteen wheeler every time. The only track we don't like it is Harry's Haunted Halloween Circus, but it is easily skipped."
2,"I'm an Australian, born and bred, biased, yes! . . . but this bitta (bit of) Australian musical history is brilliant . . just watching the video right now! Please, Amazon . . . release the video in NTSC format so I can share the experience with my North American and other Wolfish friends in other parts of the world!! Pat Hewett (Wachita to her friends) from Western Australia."
1,"I bought this product to repair the rand on my hiking boot. It went on easily, but after it dried, it peeled right off the leather part of the boot,and I was able to peel it off the rest. The product was also shiny, very unlike the original rand. I followed the directions for cleaning the boot prior to application."
1,"I keep trying Pampers. With my daughter, they leaked and didn't fit well. With my son, I have tried Baby Dry and Cruisers at different stages and still, they fit awful. The tabs feel cheap and they don't stretch as well as Huggies. I give up on Pampers. Some store brand diapers fit and stretch better."
2,"One of the Best Books for an introduction to Sci/fi writing. When I first read this book years ago I said that to a friend of mine, and it still holds true today. One of the very few books i will read over again every year or two. Thankfully its just as good then as well. If you want an enjoyable read, that leaves you smiling at the end this is it."
2,"Venus Johnson seems to have is going on. SHe has a good career, a doctor for a boyfriend and long pretty hair. But she is not happy. Venus decides to make some changes and the first thing to go is the boyfriend, then the hair. Cutting off the hair is not easy. As any black woman can tell you, its hard being a slave to the hair. You know the horror stories, of the pressing comb, perms, and hours at the hair salon, but it seems your hair can dictate your self worth. This was happening with Venus. It was fun to read the reactions of others to her new look, new attitude. I found this book to be very interesting. THe characters were funny, interesting and someone you know you already know. It was also encouraging to watch Venus come to terms with herself, her life and her relationships. This was a very interesting read. One I highly recommend"
1,nothing really happening with this Film.the Girls were Looking Good but as far as the Film Goes not much Happening.it's one of those films you watch when you are in Pure T&A type of Mood.it's fairly a Air-Head Film.
2,"I read Nathaniel Hawthorne's Scarlet Letter for my Advanced English 11 class. This is not a book I would normally have picked up and read, but I am glad that I read it.The Scarlet Letter deals with themes of love, society's oppression, secrets, a character finding herself, as well as numerous other classic literature themes. I found the book itself to be challenging to read, but I liked the story. Hawthorne explores when feelings and passion conflict with religion, which was fascinating to consider from a religious perspective.Although I did not enjoy the book much at the time I had to read it, it proved to be quite useful when I took the AP Literature and Composition Test this year. When I had to choose one book to frantically review the day before the test, this is the book I chose. Sure enough, this is the book I used for the AP test as a reference.This is an essential book for anyone taking AP Literature."
2,"I saw this movie ""golden earings"" when I was a kidand I always wanted to see it agan. now I own a copyof it. It was great"
2,"For all who avoided economics like the plague, this is the book for you.very informative, and gives the novice a good foundation of the subject... Check it out.. next time you argue economics with uncle Fred, you wont sound like such a dope"
2,"This is great book on how to set up affiliate programs. It really goes in depth & walks you through in a step by step manner. Whether you are a novice or a pro on the web, this book will definately help you create, manage, and improve your affiliate program."
1,"I had the rare experience of giving up on a novel after only a couple of chapters when trying to read Edge of Danger recently, but Higgins managed to pen a book so lame that I refused to go any further. His bad guy is supposedly a Scottish-Arabian aristocrat but comes off as just another cartoon Arab terrorist with an implausible, pointless heritage. But, what do you expect from a middle-aged author who poses in bomber jacket and aviator glasses on the dust jacket.... depth?"
1,"I don't know what these other reviewers are thinking of. I'm a fan of Ian Richardson but he's awful in this and this version of the story is likewise awful. Save your money because it'll be a waste if you buy this tape. I know, I know, you'd think he'd be great at this role but it's a big disappointment."
1,Brokaw has managed to take wonderful raw material and produce a book that would not challenge a junior high school student. The book is shallow and banal. I am sorry I wasted my money on it and even sorrier that he will receive it. Surely a man who makes his living with words can do better than this.
2,"&#65279;1. Review by Timothy Lovelace, American Record Guide, March-April 1997""This disc is notable for the gorgeous voice of Marjorie Patterson and the charming songs of the young Spohr...Patterson is an impressive advocate. She varies strophes imaginatively, her diction is clear, and her voice is opulent...I recommend this release to all singers looking for neglected gems.""2. Review by &#65279;John Warrack, Gramophone, February 1997""With one of Goethe's most famous lyrics, Mignon's ""Kennst du das Land"", genius was not burning at its brightest with eitherBeethoven, Schubert or Schumann, and though the dramatic power of Wolf's great song was hardly at Spohr's command, he did make a fine, strong, perceptive setting that deserves much wider currency. Marjorie Patterson and Daniel Sarge perform it with the conviction it deserves; they are an excellent Lieder duo, with the intelligence to sense the expressive weightof each song."""
2,This movie IS Batman. Everyone (except young children) will love this movie. Period. Gary Oldman is great as Sgt. Gordon. The origins of the Batman legends are very well handled.
2,"In all honesty I'm not a fan of the whole American Idol thing, but I did get sucked into AI2 just a bit. Yea for Clay! Moving on.This is strictly a pop album. No earth shattering lyrics, but plenty of catchy tunes and choruses. Clay does a wonderful job of singing this material. In a way Clay reminds me of Rick Ashley from the 80's because I didn't expect that voice/power to come from that person. Anyway, I have been enjoying this ablum. It's nice, mellow and light hearted. Good for those laid back moods or wanting to relax.Obviously this album is not for everyone, but give it a chance. It may grow on you."
1,"I really wanted to enjoy this cd, but as many times as I have listened to it......I just cant. Yes, Clay has a good voice, but I hear no emotion in it. Maybe a better choice of songs for his voice would help. I feel, in time, he will mature into a more rounded performer."
1,"I bought a brand new Roadtrek Motorhome that came equipped with this unit. It was hooked up to a TV antenna and a DVD player and Dolby Surround Sound, but had room for several more component and HD connections.It worked nicely with the integrated system in the Motorhome... for about 10 minutes. It died, no power whatsoever. I tried outside power, etc., no help.I tried the Samsung website to register it, but it was a Canadian model (where the Motorhome was built), and I couldn't register it on the US site, nor could I register it on the Canadian site since it only allows you to enter Provinces, not States.However, I did call Samsung the next day, they asked for the Serial Number, and that was all it took for them to send a replacement to a local UPS store. Alas, my trip is already planned, so I won't get it till I return, but I am very pleased with the Customer Service and only hope the next unit (re manufactured) works."
2,"My Fiance are fans of Smallville. We have all the seasons now. We loved season 9, can't wait till the final season comes out to complete our collection."
1,A shoot em up about a group of air crash survivors stranded on a desert island.This ragtag bunch soon find themselves fighting terrorists bent on taking over the United States with the aids virus.Made by the creators of the toxic avenger this frequently tastless flick combines violent action with totally deadpan comedy.Two versions R rated and Directors cut directors cut has way more gore than the R rated.
1,Don't be fooled by the perfect cut of the countries on the box cover. I bought this for my [...] thinking the pieces were actually in the shape of the countries and it would be a good learning tool. Not quite. Some were. Most were not. Some countries were so small they were difficult to read. This will be in our next garage sale.Springbok puzzles are still the best.
1,"The advetising on the box caught my attention so I bought this playset for my son's birthday. It was a complete waste of money! The toy design is terrible! The batcave falls over when played with. The elevator doesn't function properly either. Because of all the malfunctions and collapes, my son lost interest within five minutes of play. If you want your child to have a Happy Birthday or Merry Christmas go with something other than this toy."
2,"The Air TV series is one of the greatest drama's I have ever seen.To say the character design, art, and story are memorable is an extreme understatement.The inclusion of the OVA episodes makes this an incredible value.As with all things, I strongly recommend watching it in it's original language (Japanese in this case)with English subtitles so that you can experience it the way the director intended.Overall: I strongly recommend this series to anyone who enjoys dramas"
1,"Not sure why there's such a love-fest here over this charger?? Fact is, we're talking about roughly eight bucks in parts & plastic that Canon is marking up too much. After spending so much on the camera, it's insulting to the notion of ""customer service"" that they are charging this price for a replacement charger. At least they could make it a rapid-charger enhancement or something - after all, why should it take two hours to re-charge your camera?Listen Canon, if you want five-stars from customers, treat us better, and sell replacement parts at cost. No need to take advantage of us just because we lose a part that makes our wonderful camera as useful as a stone."
2,"This book covers all emotions experienced by human beings successfully: rage, sadness, happiness...There are already many good reviews for this book out there, so I won't write paragraphs. I just wanted to say that this book is not for very young readers: it's maybe just a tad too realistic. After all, one does want to believe in Santa Claus for awhile. This is a book worth reading. It opened a new and deeply moving world to me which I'm not sure I want to explore further, but I probably will because Betty Smith has caught me in her web. I am searching for A Joy in the Morning, and will probably enjoy it just as much."
2,"...like me! Well, I like that my teenage son is having fun. All the other reviewers seem to have 10 year old sons. This really looks like you could make a good simulation of an industrial plant. But not with the manual they give you. They give you pictures of what an ice cream factory or a plastics plant might look like--but no explanation at all why they are set up that way, or what is doing what. Too bad; there is a lot of untapped potential here.It was fun to see the same old girders like the girder and panel set I had decades ago. Except now the girders are black instead of red. The plastic seems less brittle than I remember, so there is less danger of the little pins breaking off.If your son or daughter has any inclination of going into chemical engineering, this is just the thing!"
2,I read this book when I was 16 and I totally fell in love with it. I love the power it hands over to women. Hawthorne does a great job in illustrating the kind of prejudice society extends to women for actions that can be equally distributed to men but even more so he shows the determination of a woman to overcome whatever adversities may be present with renewed pride and dignity.
2,"As an instructor of business writing, the exercises in the text are excellent. The chapters a bit dense for the casual student. However, the overall work teaches and focuses on true problems in the work place. The e-mail and memo writing materials nail it."
1,"Poor quality, the picture looks very bad. It seems as recorded with a VHS camera in the cinema. Do not recommend"
1,"My review is very simple: not bad, you can watch this movie but you might find it boring a bit.I dont recommend this to people who enjoy movies that have a good story and directing."
1,It was the most exciting movie ever but Mr.Krabs was barly in the movie and sandy or squidward wern't ethier.
1,"If you enjoyed the ending of Foundation's Edge then you will probably like this book. You will find more analogies comparing Gaia to things in the isolate world, and Bliss squaring off with Trevize about stuff you really don't care about. Asimov does, however, succeed in making you feel the fustration that the characters feel when they don't discover ANYTHING about Earth for the first 450 pages. The most annoying character is Fallom. I found myself wanting Trevize to kill Fallom as he suggests he will do several times in the book. The ""twist"" revealed in the last sentence is all but a surprise as Trevize foreshadows it several times in the book. I just read a review that this was more part of the Robot series than the Foundation series. I had only read the first four Foundation novels so perhaps that is why I didn't care for the portion of the book where they meander through space accomplishing nothing."
2,"this was a low budget film, but for it's time i found it to be scary, viewed this film at the age of nine and kept me awake. took notice a crash sequence was borrowed from another film. this movie is well worth purchasing for zombie movie fan's."
1,"this book may be easy to study for english literature, being short. However, this story is not interesting in the least, with a plot that builds up and then is thrown away totally at the end."
2,"It may not have the most complicated, interwoven plot, but what can I say, I like it. Kit fits fits perfectly into the time period without becoming one of those overly sugary ""porceline dolls"" which is what happens to many of the characters in all kinds of historical fiction because the author is not quite sure how the characters of the past should react. It's interesting to watch as Kit tries to fit into her surroundings, but then finds out she can't. She is who she is, and would be who she is. So soon she learns a way out of the suffering of being different but has another problem--her unique character and ""evil"" way of dressing lead the people of her town to believe she's a witch. Now she must rely one the people she trusts most to save her, and hope that some of the people she found hopelessly mistrustful of her would find a way to forgive for being different."
1,We have a 5mo old baby boy and his 18pounds not 19 just yet. We just bought the #3 on 3/5/12. This size leaks everything!I rate #3 A BIG ZERO. Don't get us wrong we loved loved loved #1 & 2's maybe because it had the leak lock.#3 is not made right. The plastic inside directs anything..pee or poop right out. Our baby leaked both things from the back and around the thighs. OMG we had to change his entire outfit 4 times in one day.I wish we can get our money back but we threw the box in trash =( Diapers are expensive. Stores should have some sort of policy where parents can get their money back esp if they have not opened the 2nd pack and hardly used the 1st.I will keep you posted what happens and what we find that works for us. Good luck everyone
1,The product which I received was different from other store.It was not soft and comfortable for baby as usual.I don't know why the product was different from the previous ordered one.Worst product that I've ever received.
2,"While reading the book I found myself traveling along every page, visiting the Greek islands and walking alongside Ulysses in his long journey. In this journey, I explored the different sides of Greeks and how even today their strong sense of self emerges in their daily lives. The book creates a bridge between the past and the present revealing that Ulysses journey to come back home represents our own desire to attain fulfillment."
2,"This book is worth it for the early discussion on the Catholic faith and then Dr. Schreck's discussion of Justification by faith and works. If you are like me, you might have a Protestant view of salvation. For me I could never quite reconcile this view with the book of James. If you are not quite sure of the Chhurch's position on faith, grace, works, salvation, etc., this book places it all in perspective and clearly explained. Th eother parts of the book were interesting, but not like the first third of the book."
2,This book has informed me of things I have never known. I watch a lot of crime shows but Mark and John go behind the scenes and explain how the actual process works. The difficulties of solving a crime and making sure you have the right person. Very interesting read. Could not put it down.
1,"Jean-Claude Van Damme needs to stay direct-to-tape after this slow, drawn out movie. He joins the French legion after he doesn't take a fall for a couple of gangsters. Ludicrous piece of film-making which never surfaces and grabs the audience's attention. Van Damme has never really made a good action movie and he needs to go down in history as one of the worst action stars to ever hit Hollywood."
2,"How can you not love this cheesy low-budget film from down under? Mel is great as Max, whose family is killed by a nomadic biker gang. The heartless and stone cold Max sets out bent on revenge, hence ""Mad"" Max. Violence is as plentiful as the high-octane chase scenes."
2,"YOU HAVE TO SEE HOW SCARY LOOKING THE PICTURES ARE IN ALL OF THE BOOKS!!!! THAT COULD DEFINETELY GIVE YOU NIGHTMARES FOR A WHILE.EVEN IN SOME STORIES. THERE WAS NOT A PICTURE OF THE WENDINGO, BUT THE BACK OF THE BOOK SAID IT WAS A FEMALE SPIRIT, AND/OR A CANNIBAL GIANT THAT KILLS FOR HUMAN FLESH AND ANTHROPOLOGISTS DESCRIBED INDIANS WANTING TO EAT FLESH AS A ""WENDIGO PSYCHOSIS"". {I'm sure that's how you spell that word}."
2,"I didn't think much of this album when I first got it and listened to it, but after a couple of listens, I really liked it. In fact, it's probably one of my favourite Hollies albums. I usually listen to my music on my ipod or my itunes on shuffle, and whenever I hear a Hollies song that I don't really know but I really like what I hear, it's usually from this album. So I would definitely recommend it even if you are not a hard-core Hollies fan!!"
1,it was well written and i probably would have enjoyed the plot had i been able to follow it. i lost interest before the end and lost the book...no sweat off my back. it was nothing special and it would probably be better going to the library.
2,I think the album is tight. The album Sweatsuit has some of his best songs on it from his Sweat and Suit albums. It also has 3 new songs on it.Go cop this Sweatsuit album.
1,"I read the reviews before I buy this, I don't know how others are not have the issue I had. Every one says this baby dry diaper is very perfect for their kid. But one couple of them mentioned it is leaking. The same thing happened with our kid. The first time I used this we saw the leak all over his dress and we thought we haven't dressed him perfectly. But that's not true, every time we used this diaper there is leak almost 4 times out of 5. We are not at all happy with this product. Before using this we tried Cruisers and that one is perfect. Just that because this baby dry is little cheaper than cruisers we thought of giving it a try. We learned the lesson that cheap ones wil not the great ones always. I would not recommend this to any one."
2,"I had not been familiar with the myth of Psyche nor with the writing of C.S. Lewis prior to picking this book up, so I walked into this story with no preconceived notions at all. I really enjoyed the plot and characters, especially for the first half or so. Then, the book became quite bizarre and abstract, and I personally became less engaged. It wasn't until the last 20 pages or so that I once again was pulled back in. Lewis helps the reader gain perspective and insight into what we have read, and this is what helped make the story worthwhile. I am not sure I would read other Lewis novels -- not being a fan of fantasy or a particularly religious person -- but I am glad that I read this one."
1,"The 2 stars goes to Timothy Hutton for his great performance, truly an outstanding actor! But... the movie... well not so great. I was left somewhat disappointed. It starts well and gives you the impression of a good movie but then it evolves into a bizarre scenario that completely fails to keep up the suspenseful tone of the start, and is in fact rather wearisome and inconclusive at times. It's as if they are trying really hard to achieve a goal with a poor script... I expected more that's all..."
1,I saw the original movie made in 1963 and it was wonderful. I was very anxious for this remake to come out and man was I disappointed!! It was horrible!
2,I saw the movie last night in a preview showing. I found it to be very charming. The best part of the movie by far is the cinematography. Tuscany and Italy in general are both places that I have never been before but just seeing this movie makes me want to go there all the more. I felt that the story line of this movie has a few holes but otherwise is very entertaining. My reccomendation would be to see this movie in a matine or wait until it comes out on video.
1,"Once you get past the hype, you will realize this device is a ..clock. When you press the button on the e-marker, it only records the time, not the radio station. When you download the information to your computer and connect to the website it looks for the song that was played on the station how many hours/days ago you pressed the button. If you selected the wrong station you will get a different song.If you use the scan button on your radio, this product is not for you"
2,"I enjoyed this movie thoroughly. Anyone who has ever undergone a painful divorce will relate to this movie. Unlike an earlier reviewer, I did not feel that Lane's acting was overdone. The angst of betrayal and divorce is just that, angst.The movie also had its delightfully quirky moments and while it was heavily salted and peppered with typical love story fare, it was also full of marvelous insights.Life marches on and there are opportunities at every turn."
2,The screws in my favorite rimless readers kept coming loose and since I wear contacts I can't see well up close to tighten them. This product makes tightening them easy. It is difficult to change the heads for other glasses though.
1,"I just got my 2007 edition copy of ""Interpretation of Dreams"" in the mail so I haven't had a chance to read it. So this rating is only on the particular edition that is published by NuVision. They did not include an index or any information about who translated this version. Also, the table of contents is nearly worthless; no detail what-so-ever about the chapters, not even titles of the chapters, just Chapter 1 etc. and a page number. Even though you may think a newer publication is better, this one is much much worse and more expensive. Go with the 1980 publication. I'm returning the book to Amazon (who gets 5 stars for customer service!)"
2,hearing about how this Musical Genius made this Landmark album is a real treat.it's a timeless video about a timeless ARTIST that Trenscended music&time.
1,"My expectations were very high when I bought this DVD. The first 45 minutes of the movie were a little slow, but seemed to be building up some momentum. The first 15 minutes of cave diving with the bush league spilunkers was OK!. After that, the flick just turned into another slasher movie in a cave. The darkness added little and the plastic vampires were a little too stupid to watch. Nothing more than a slashers flick! What a total disappointment."
1,A little bit slow at some points but other than that pretty good. I like the part where mercy is in love with John
2,"This is one of the more entertaining books I have ever read. The characters are well-developed, the story is exciting, unexpected and largely believable, and the events and setting took me to a strange land north of where I live, but had never really considered before.Apparently this was part of Michener's book on Alaska, and would have made a nice addition to that book. This rivals the chapter in Alaska dealing with the Chilcott Pass."
2,"Love the Wild Animals lunchbox. It's more like - zoo animals.It has a good, thick amount of insulation and is free of harmful plastics, etc. It's also a lot roomier than your average lunchbox and I like this because it leaves extra room for more freezer blocks to keep everything very cold. We also send two drinks, one for lunch and one for snacktime and the extra room is great!I agree with others about this being difficult to clean, so we send a paper plate and have the little one eat outside of the lunchbox, so we don't wind up with crumbs, etc inside the interior seams, problem solved.It's also nice to have a lunchbox that not every kid has, so he knows which one is his. This will probably last the entire school year and that's good for a fabric lunchbox. I would buy this again and will get another next year."
1,"system didnt fit right and leaked at front flange and it makes no sound at all very quiet , not as loud as stockdo yourself a favor and buy a 50 or 40 series ,do not be fooled by this junk"
2,"El primer libro del Dr. Weiss sigue siendo un gran libro para todos aquellos a quienes les inquieta el tema de la reencarnacin, as no crean en ella."
1,"I cannot review the actual product, since I still have not received it. No sense in ordering this using amazon prime, as it has been 8 days since my initial order, and FedEx doesn't even have the package, even though it was marked as shipped. Disappointing, as this was for a gift, and now must find an alternative. If I do ever get the package, I'll be returning it.Do not order from this vendor. I will update my review if possible if this ever arrives."
2,"Art Tatum's playing on this album is truly amazing. It displays his virtuosity on almost all tracks. With long, running lines, and fast technical playing, Tatum is truly a genius. However, the sound quality really turned me off when I was first listening to the record. Its hard to not notice the fuzz, and if I feel that the record deserves a 4.5, nothing lower, which is why I rated it a 5."
